DEC_15seg,DEC_30seg,DEC_45seg,DEC_60seg,DEC_globopreenchido,EtOH_15seg,EtOH_30seg,EtOH_45seg,EtOH_60seg,EtOH_globo preenchido,H2O_15seg,H2O_30seg,H2O_45seg,H2O_60seg,H2O_globopreenchido
,,,,,,,,,,,49.22941176470589,,,
,51.43333333333334,60.19019607843137,,55.64823529411765,53.252156862745096,58.34705882352941,50.32705882352941,54.009019607843136,58.1921568627451,,59.990196078431374,53.62352941176469,,73.17058823529412
39.65098039215686,60.16745098039216,,56.8807843137255,74.13607843137255,60.9,52.47058823529412,49.66666666666667,58.319607843137256,48.735294117647065,69.0035294117647,,,,78.39019607843137
,51.43333333333334,66.15098039215687,,,56.21764705882353,54.21764705882353,53.133725490196085,,56.40784313725491,62.14588235294118,56.69607843137255,53.62352941176469,,79.5764705882353
,,53.4843137254902,,,,,,,,,57.57450980392157,,,
,,48.82745098039216,,,,,,61.37294117647058,,,58.23333333333333,,,
,44.33686274509804,58.14117647058824,,,59.33921568627451,51.51764705882353,55.445098039215694,55.445882352941176,51.41176470588236,57.41647058823529,,66.79294117647058,,48.25882352941176
,,54.41568627450981,,,,,,56.5235294117647,,,60.20980392156863,60.20823529411764,,
37.3921568627451,65.08039215686276,47.52352941176471,,59.657647058823535,59.80745098039216,51.99411764705882,58.25176470588236,53.29058823529412,56.40784313725491,71.13176470588235,,,,60.83333333333333
,46.8843137254902,66.15098039215687,,,47.78941176470588,54.05882352941177,55.445098039215694,56.70313725490196,,56.23411764705882,69.87254901960785,59.07294117647058,,
,,,,,,,,,,,,,,
,,49.75882352941177,,,44.823921568627455,,,55.805098039215686,,,71.40980392156862,72.46941176470588,,
,,41.562745098039215,,,,,,,,,,,,
,50.15960784313725,60.562745098039215,,,48.56980392156863,53.74117647058824,57.426274509803925,53.64980392156863,61.58235294117648,57.41647058823529,69.43333333333334,66.79294117647058,,70.79803921568629
,,45.84705882352941,,,,,,61.01372549019608,,,58.01372549019608,69.74470588235293,,
,,51.062745098039215,,,,,51.48274509803922,55.98470588235294,,,68.77450980392157,76.55647058823529,,
33.87843137254902,63.07882352941177,49.01372549019608,,68.79019607843136,44.04352941176471,52.629411764705885,56.435686274509806,59.57686274509804,56.94313725490196,61.67294117647059,58.892156862745104,,,75.54313725490195
,,54.04313725490197,,,,,,58.49921568627451,,,55.81764705882353,61.34352941176469,,
,,50.87647058823529,,,,,,63.16901960784313,,,57.35490196078432,72.01529411764704,,
,,,,,,,,,,,45.93529411764706,,,
38.647058823529406,60.89529411764706,52.36666666666666,49.82588235294118,57.20745098039215,53.252156862745096,43.576470588235296,57.26117647058824,,57.3,69.47647058823529,56.476470588235294,47.72,,74.59411764705882
,48.34,64.10196078431372,,,53.72039215686274,51.83529411764706,55.445098039215694,53.11098039215686,59.61960784313726,44.647058823529406,55.81764705882353,54.75882352941176,,
39.14901960784314,65.08039215686276,45.84705882352941,56.8807843137255,72.79960784313725,59.18313725490196,49.77058823529411,56.93098039215687,56.882745098039216,58.905882352941184,71.13176470588235,49.22941176470589,70.42588235294116,61.02,60.83333333333333
,47.794117647058826,52.55294117647058,,,44.04352941176471,56.6,56.93098039215687,54.009019607843136,44.80980392156863,56.23411764705882,59.990196078431374,69.97176470588235,,68.66274509803921
35.258823529411764,46.8843137254902,,,72.79960784313725,60.9,55.96470588235294,58.9121568627451,56.1643137254902,56.94313725490196,62.855294117647055,,71.1070588235294,,78.39019607843137
,,,,,,,,,,,45.49607843137255,,,
,,,,,,,,,,,44.83725490196078,,,
38.01960784313725,46.8843137254902,52.55294117647058,53.65568627450981,67.23098039215687,60.9,,56.6007843137255,55.805098039215686,56.94313725490196,,,48.40117647058823,62.08666666666666,
,,53.67058823529412,,,44.823921568627455,,55.61019607843138,53.64980392156863,,38.97176470588235,69.21372549019608,70.42588235294116,,
,,47.52352941176471,,,,,,53.29058823529412,,,57.57450980392157,73.15058823529411,,
,,50.317647058823525,,,42.01450980392157,,54.61960784313726,57.60117647058823,,,54.93921568627451,72.01529411764704,,
,,,,,,,,,,,45.93529411764706,,,
,48.70392156862745,54.04313725490197,,,42.01450980392157,48.976470588235294,53.794117647058826,58.14,50.69803921568628,,68.77450980392157,70.88,,45.886274509803926
41.65882352941176,,48.64117647058824,52.84941176470589,72.57686274509804,,55.48823529411765,54.94980392156863,54.009019607843136,59.61960784313726,70.89529411764705,49.88823529411765,65.88470588235293,63.36666666666666,73.88235294117646
,,,,,,,,,,,54.71960784313725,61.34352941176469,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,49.01372549019608,,,,,,58.85843137254901,,,54.93921568627451,50.67176470588235,,
45.549019607843135,,48.45490196078431,,72.79960784313725,,,,,56.94313725490196,,,61.34352941176469,58.46,69.13725490196079
,,,,,,,,,,,39.78627450980392,,,
,,,,,,,,,,,40.00588235294118,,,
,38.69607843137256,,,,44.667843137254906,,49.17137254901961,53.64980392156863,,39.20823529411764,,68.60941176470587,,
,,55.90588235294118,,,45.44823529411765,,49.66666666666667,54.009019607843136,,,68.55490196078432,49.99058823529411,,
,,49.57254901960784,,,,,,61.37294117647058,,,,55.89411764705882,,
,39.42392156862745,50.317647058823525,,,44.823921568627455,,,54.90705882352941,,,72.28823529411764,70.88,,
,,53.11176470588235,,,,,,,,,57.35490196078432,72.01529411764704,,
40.15294117647059,,,57.28392156862746,66.34,,48.65882352941176,,,,56.47058823529412,,,,
45.17254901960784,,52.55294117647058,59.50117647058824,66.34,60.9,56.917647058823526,49.83176470588235,,58.37058823529412,,57.57450980392157,70.19882352941175,62.513333333333335,67.95098039215686
,,,,,,,,,,,41.76274509803922,,,
35.258823529411764,65.99019607843138,42.86666666666667,,58.98941176470588,60.9,52.311764705882354,57.09607843137256,52.572156862745096,56.05098039215687,66.16588235294117,,,,
,57.80196078431373,50.87647058823529,,,60.5878431372549,56.75882352941176,52.30823529411765,52.75176470588235,59.084313725490205,61.43647058823529,,50.21764705882352,,80.05098039215686
,43.97294117647059,64.28823529411764,,,44.667843137254906,51.04117647058823,54.61960784313726,53.11098039215686,62.117647058823536,40.62705882352941,68.11568627450981,68.83647058823529,,55.85098039215686
,,,,,,,,,,,,,,
,,48.64117647058824,,,,,,58.85843137254901,,,60.20980392156863,59.07294117647058,,
,,,,,,,,,,,45.49607843137255,,,
,36.1486274509804,52.92549019607843,,,44.823921568627455,,55.94039215686275,54.009019607843136,,,60.20980392156863,72.69647058823529,,
,,42.307843137254906,,,,,,,,,54.5,68.38235294117646,,
,,,,,,,,,,,43.08039215686274,,,
,60.89529411764706,52.92549019607843,,65.22627450980391,60.2756862745098,55.17058823529412,54.61960784313726,54.009019607843136,57.12156862745098,60.72705882352941,56.69607843137255,51.125882352941176,,75.78039215686275
,41.78941176470589,57.0235294117647,,,44.04352941176471,,57.59137254901961,53.11098039215686,37.13725490196079,,69.87254901960785,69.97176470588235,,61.78235294117647
,,,,,,,,,,,44.61764705882353,,,
,,,,,,,,,,,48.79019607843138,,,
42.28627450980392,51.79725490196079,,50.02745098039216,51.86156862745098,59.18313725490196,57.23529411764706,55.61019607843138,52.03333333333333,59.61960784313726,57.41647058823529,57.57450980392157,,,73.4078431372549
,,,,,,,,,,,43.08039215686274,,,
41.78431372549019,,44.72941176470588,49.82588235294118,73.02235294117648,45.76039215686275,,,,,,49.22941176470589,48.40117647058823,,
,,57.0235294117647,,,44.823921568627455,,50.98745098039216,,,50.55882352941176,47.252941176470586,69.97176470588235,,
,37.78627450980392,54.04313725490197,,,37.17607843137255,48.02352941176471,48.51098039215687,54.90705882352941,,48.90352941176471,72.28823529411764,59.981176470588224,,
,,,,,,,,,,,43.08039215686274,,,
37.01568627450981,41.24352941176471,,,58.09843137254902,52.47176470588235,52.78823529411765,59.24235294117648,55.445882352941176,56.76470588235294,66.16588235294117,58.01372549019608,70.42588235294116,,79.10196078431372
39.14901960784314,,51.99411764705882,44.585098039215694,58.98941176470588,57.93450980392157,54.694117647058825,53.95921568627451,57.96039215686274,58.54901960784314,63.09176470588235,,45.67647058823529,,73.17058823529412
37.01568627450981,51.43333333333334,47.15098039215687,69.78117647058824,66.11725490196079,43.26313725490196,,60.0678431372549,46.46549019607843,51.590196078431376,60.72705882352941,,61.79764705882353,51.633333333333326,58.22352941176471
,52.161176470588245,59.817647058823525,,67.45372549019608,59.80745098039216,58.02941176470589,53.95921568627451,56.1643137254902,39.99215686274511,61.67294117647059,,,,77.44117647058823
,,54.41568627450981,,,,,,,,,58.01372549019608,,,
,,52.18039215686274,,,44.823921568627455,,50.49215686274511,54.90705882352941,,51.97764705882352,67.45686274509805,70.88,,
,,,,,,,,,,,,,,
,,,,,,,,59.57686274509804,,,54.93921568627451,76.10235294117646,,
,,,,,,,,,,,44.61764705882353,,,
,,,,,,,,,,,52.74313725490197,,,
,,53.11176470588235,,,,,,59.57686274509804,,,58.45294117647059,64.29529411764705,,
,,,,,,,,,,,45.49607843137255,,,
,,,,,,,,,,,,,,
,,49.38627450980392,,,44.98,,,60.47490196078431,,,64.60196078431373,59.5270588235294,,
,,41.93529411764706,,,,,,,,,54.71960784313725,,,
,,,,,,,,,,,47.6921568627451,,,
,55.98235294117647,47.70980392156862,,58.09843137254902,55.28117647058824,52.47058823529412,53.62901960784314,52.03333333333333,49.27058823529412,46.77529411764706,53.84117647058824,53.62352941176469,,78.62745098039215
,,,,,,,,,,,52.52352941176471,,,
,50.34156862745098,58.7,,59.88039215686275,48.41372549019608,56.75882352941176,46.36470588235294,54.009019607843136,61.760784313725495,47.72117647058823,69.43333333333334,67.2470588235294,,75.54313725490195
,,,,,,,,65.50392156862745,,,49.22941176470589,75.87529411764704,,
34.63137254901961,48.52196078431373,,,,,54.694117647058825,53.29882352941176,51.49450980392157,58.01372549019608,69.47647058823529,58.01372549019608,,,69.37450980392157
,,,,,,,,,,,47.6921568627451,,,
,47.6121568627451,58.51372549019608,,,52.15960784313725,49.92941176470588,57.426274509803925,54.90705882352941,59.084313725490205,57.41647058823529,70.53137254901961,55.89411764705882,,
,,55.90588235294118,,,,,53.794117647058826,63.16901960784313,,,65.04117647058824,67.02,,
,,,,,,,,,,,41.98235294117647,,,
,,52.18039215686274,,,45.13607843137255,,,60.83411764705882,,,59.990196078431374,72.24235294117646,,
,,,,,,,,,,,59.11176470588236,76.10235294117646,,
,,52.18039215686274,,,,,,60.1156862745098,,,54.71960784313725,74.05882352941175,,
,,,,,,,,,,,55.81764705882353,,,
30.615686274509805,50.70549019607844,61.68039215686275,,65.67176470588235,60.43176470588235,54.21764705882353,52.80352941176472,,50.34117647058824,63.56470588235294,57.57450980392157,70.19882352941175,,78.62745098039215
,,53.67058823529412,,,,,,61.73215686274509,,,59.11176470588236,75.87529411764704,,
,43.97294117647059,,52.44627450980393,,44.823921568627455,46.752941176470586,48.51098039215687,,41.95490196078431,,,53.62352941176469,64.64666666666666,
,48.15803921568627,55.90588235294118,,65.22627450980391,45.292156862745095,57.23529411764706,58.58196078431373,53.11098039215686,,,,69.97176470588235,,76.4921568627451
33.627450980392155,43.24509803921569,,51.64,50.7478431372549,57.154117647058825,,59.07725490196079,52.75176470588235,51.7686274509804,51.50470588235294,,42.724705882352936,65.28666666666666,55.37647058823529
,39.42392156862745,52.55294117647058,,,44.667843137254906,,,55.805098039215686,,,67.2372549019608,69.51764705882353,,
,,54.04313725490197,,,,,,57.96039215686274,,,55.81764705882353,57.48352941176469,,
,,,,,,,,,,,45.05686274509805,,,
,38.15019607843138,52.18039215686274,,,44.823921568627455,,53.95921568627451,54.18862745098039,,,69.43333333333334,75.87529411764704,,
,,,,,,,,,,,41.76274509803922,,,
,53.07098039215686,,,,,58.66470588235294,57.59137254901961,53.64980392156863,58.72745098039216,58.59882352941176,67.89607843137256,60.43529411764705,,68.66274509803921
41.78431372549019,,,61.71843137254902,,,,,,48.55686274509805,60.9635294117647,49.22941176470589,,67.63333333333333,
,50.70549019607844,60.00392156862745,,,48.25764705882353,51.51764705882353,60.23294117647059,53.64980392156863,65.68627450980392,46.538823529411765,57.57450980392157,67.2470588235294,,68.66274509803921
45.17254901960784,58.16588235294118,53.11176470588235,53.85725490196079,66.34,,48.65882352941176,60.39803921568628,52.21294117647058,58.54901960784314,62.61882352941176,,,68.91333333333333,67.47647058823529
,,41.93529411764706,,,,,,,,,55.81764705882353,,,
,52.34313725490196,60.00392156862745,,59.88039215686275,48.10156862745098,51.51764705882353,51.64784313725491,55.445882352941176,37.49411764705883,55.05176470588235,59.33137254901961,73.83176470588234,,79.81372549019608
,,41.74901960784314,,,,,,,,,56.476470588235294,,,
,,50.317647058823525,,,43.10705882352941,,51.15254901960785,57.96039215686274,,,67.01764705882354,73.60470588235293,,
,47.794117647058826,54.04313725490197,,,48.10156862745098,49.77058823529411,54.61960784313726,53.64980392156863,,,74.04509803921569,58.39176470588235,,
,44.15490196078432,59.44509803921568,,,44.823921568627455,49.92941176470588,58.9121568627451,53.64980392156863,48.02156862745098,42.04588235294118,69.87254901960785,51.58,,62.7313725490196
35.258823529411764,47.794117647058826,,50.02745098039216,59.43490196078432,60.9,52.78823529411765,53.794117647058826,58.319607843137256,58.1921568627451,67.34823529411764,45.71568627450981,51.125882352941176,,74.83137254901962
,,52.36666666666666,,,,,,,,,60.20980392156863,,,
